tsne1,tsne2
2.0158393,89.90278
-53.28938,-60.535572
-90.47095,14.455293
-62.377903,-56.326096
26.246351,91.207306
-6.132709,-89.95834
72.147,-64.01104
70.440254,83.39904
21.356472,95.47987
-5.779406,-35.315666
-39.79085,6.6951194
-7.0560856,90.67169
-2.5283468,-6.448601
17.65804,91.74932
72.24479,3.8340068
19.175339,106.63206
34.322147,75.51339
0.4284864,-9.693292
6.891426,-20.469627
-74.9495,15.243159
100.07121,13.056058
9.452101,94.69172
-37.67718,-77.316635
92.54307,-34.101242
12.290939,24.3803
-78.36586,44.062115
1.7118713,-56.370712
19.959063,78.533066
28.073528,42.748436
11.200298,-33.502216
9.05635,-50.05354
55.717957,58.615406
-68.85638,34.282616
62.15454,-8.2168045
-34.254005,-25.050245
69.6194,7.7173758
-16.4464,-107.040215
99.34432,-57.016376
84.892525,6.745836
42.91268,-77.17809
-77.211365,8.15982
-71.123856,16.30353
-83.49905,28.662912
-54.11937,86.71307
-5.814889,54.051613
-2.3640304,44.97215
40.62679,-2.5269527
58.23362,-15.373936
-34.10334,-94.986786
-28.597477,19.1912
-80.39066,-14.837248
7.1563606,-34.82549
-6.0318274,-89.30033
69.80871,-33.695797
69.14975,-21.275257
-56.934353,70.286285
-14.2595625,-5.59633
2.3300056,-58.843666
53.999386,30.579708
28.428871,41.772194
-27.713839,39.43947
68.1522,76.83462
-25.380363,31.707272
-97.305565,-10.277211
-41.19999,-46.269913
-45.566025,-21.264437
-78.27676,43.616035
14.60307,-51.864983
-55.10498,-14.011811
-39.45527,31.87418
-87.54254,-53.107777
-41.10945,40.10684
55.81468,-22.922337
-7.8078055,78.80522
10.00808,-6.0016165
-35.394386,-21.479261
-9.287632,25.708424
-16.995033,-111.13139
-35.583294,-75.75906
100.50095,-3.1613882
-15.2153,-73.24902
-88.19939,12.026544
44.301228,56.984535
33.808792,-108.61838
53.766537,-25.366684
-11.925471,-4.6611032
15.18037,-99.41136
-97.86508,40.320892
-6.9898376,43.873974
-19.975637,-28.134827
19.710352,-85.98694
-70.24517,-27.174076
-115.84267,1.428303
34.112812,-53.250168
22.510044,85.14335
19.610016,4.086968
-73.75124,17.389763
47.28835,82.2386
69.34295,8.016978
-83.424965,28.67763
68.73728,26.245855
42.66791,-77.7804
-3.1382604,66.10139
5.229221,-0.036928833
66.18535,-45.60684
-53.697006,-34.49686
72.01506,73.51337
58.147907,83.418686
85.127754,14.658789
10.562959,-8.434628
9.616854,-106.951965
85.9255,0.3835203
-47.58694,67.79597
-42.837357,-54.078182
-30.977379,-83.07978
53.989185,15.2823515
-66.777664,17.987114
-36.68197,36.812885
91.188286,36.319187
11.015328,76.31008
100.85908,0.36120477
63.358707,22.693157
28.039461,95.61988
2.3966827,13.973993
-32.609024,39.34035
86.954445,33.33845
-25.363585,31.706636
36.617233,80.562256
-76.18423,12.824278
-31.485582,26.608479
77.21243,-3.8880305
2.2167966,11.819231
-89.91937,-55.069546
-12.892453,-4.2522597
52.268063,8.355371
-60.00185,-70.35138
-16.4151,51.61559
61.7138,74.25434
-65.1926,-60.488983
